image_path,friction
clear\cam148_02-02_22-51.jpeg,0.9545
clear\cam148_02-02_23-09.jpeg,0.8921
clear\cam148_02-02_23-28.jpeg,0.9293
clear\cam148_03-02_00-37.jpeg,0.9255
clear\cam148_03-02_00-55.jpeg,0.9817
clear\cam148_03-02_01-09.jpeg,0.9166
clear\cam148_03-02_01-30.jpeg,0.8798
clear\cam148_03-02_01-45.jpeg,0.9206
clear\cam148_03-02_02-01.jpeg,0.9675
clear\cam148_03-02_02-52.jpeg,0.9451
clear\cam148_03-02_03-12.jpeg,0.9711
clear\cam148_03-02_08-00.jpeg,0.8848
clear\cam148_03-02_08-20.jpeg,0.8921
clear\cam148_03-02_08-34.jpeg,0.9179
clear\cam148_03-02_09-11.jpeg,0.8843
clear\cam148_03-02_09-38.jpeg,0.8831
clear\cam148_03-02_10-06.jpeg,0.9388
clear\cam148_03-02_10-38.jpeg,0.9284
clear\cam148_03-02_10-55.jpeg,0.933
clear\cam148_03-02_11-12.jpeg,0.988
clear\cam148_03-02_11-30.jpeg,0.9447
clear\cam148_03-02_11-46.jpeg,0.9604
clear\cam148_03-02_12-03.jpeg,0.8566
clear\cam148_07-02_08-24.jpeg,0.9104
clear\cam148_07-02_08-27.jpeg,0.9327
clear\cam148_07-02_09-04.jpeg,0.9153
clear\cam148_12-02_13-35.jpeg,0.8523
clear\cam148_12-02_13-46.jpeg,0.9979
clear\cam148_12-02_14-20.jpeg,0.8782
clear\cam148_12-02_14-34.jpeg,0.8516
clear\cam148_12-02_15-09.jpeg,0.8922
clear\cam148_12-02_15-28.jpeg,0.9321
clear\cam148_12-02_15-43.jpeg,0.9872
clear\cam148_12-02_16-02.jpeg,0.8887
clear\cam148_12-02_16-17.jpeg,0.8803
clear\cam148_12-02_16-36.jpeg,0.9907
clear\cam148_12-02_16-51.jpeg,0.8562
clear\cam148_12-02_17-11.jpeg,0.9707
clear\cam148_17-02_04-49.jpeg,0.9647
clear\cam148_17-02_07-00.jpeg,0.8831
clear\cam148_17-02_07-07.jpeg,0.8753
clear\cam148_17-02_07-11.jpeg,0.8653
clear\cam148_17-02_07-27.jpeg,0.9595
clear\cam148_17-02_07-39.jpeg,0.885
clear\cam148_17-02_07-46.jpeg,0.9218
clear\cam148_17-02_07-54.jpeg,0.9408
clear\cam148_17-02_07-58.jpeg,0.9573
clear\cam148_17-02_08-06.jpeg,0.8931
clear\cam148_17-02_08-14.jpeg,0.9744
clear\cam148_17-02_08-27.jpeg,0.9409
clear\cam148_17-02_08-32.jpeg,0.911
clear\cam148_17-02_08-58.jpeg,0.8575
clear\cam148_17-02_09-03.jpeg,0.8835
clear\cam148_17-02_09-35.jpeg,0.962
clear\cam148_17-02_09-47.jpeg,0.8843
clear\cam148_17-02_09-52.jpeg,0.9031
clear\cam148_17-02_10-02.jpeg,0.9206
clear\cam148_17-02_10-07.jpeg,0.9516
clear\cam148_17-02_17-06.jpeg,0.9841
clear\cam148_17-02_17-12.jpeg,0.8673
clear\cam148_17-02_17-18.jpeg,0.8867
clear\cam148_17-02_17-24.jpeg,0.9664
clear\cam148_17-02_19-10.jpeg,0.9029
clear\cam148_17-02_19-19.jpeg,0.9988
clear\cam148_17-02_19-23.jpeg,0.905
clear\cam148_17-02_19-28.jpeg,0.9495
clear\cam148_17-02_19-37.jpeg,0.963
clear\cam148_17-02_19-42.jpeg,0.999
clear\cam148_17-02_19-51.jpeg,0.9451
clear\cam148_17-02_19-55.jpeg,0.9813
clear\cam148_17-02_20-00.jpeg,0.8718
clear\cam148_17-02_20-09.jpeg,0.9377
clear\cam148_17-02_20-14.jpeg,0.8658
clear\cam148_17-02_20-23.jpeg,0.9713
clear\cam148_17-02_20-28.jpeg,0.9532
clear\cam148_17-02_20-32.jpeg,0.9701
clear\cam148_17-02_20-41.jpeg,0.8893
clear\cam148_17-02_20-45.jpeg,0.9039
clear\cam148_17-02_20-54.jpeg,0.9209
clear\cam148_17-02_20-59.jpeg,0.9989
clear\cam148_17-02_21-08.jpeg,0.9102
clear\cam148_17-02_21-12.jpeg,0.9718
clear\cam148_17-02_21-17.jpeg,0.8926
clear\cam148_30-01_10-27.jpeg,0.9739
clear\cam148_30-01_10-40.jpeg,0.8981
clear\cam148_30-01_10-53.jpeg,0.8567
clear\cam148_30-01_11-09.jpeg,0.9163
clear\cam148_30-01_11-23.jpeg,0.9413
clear\cam148_30-01_11-36.jpeg,0.9722
clear\cam148_30-01_11-52.jpeg,0.8981
clear\cam148_30-01_12-02.jpeg,0.9417
clear\cam148_30-01_12-20.jpeg,0.8833
clear\cam148_30-01_12-31.jpeg,0.9132
clear\cam148_30-01_12-45.jpeg,0.9671
clear\cam148_30-01_12-59.jpeg,0.9118
clear\cam148_30-01_13-13.jpeg,0.881
clear\cam148_30-01_13-26.jpeg,0.8585
clear\cam148_30-01_13-37.jpeg,0.9539
clear\cam148_30-01_13-51.jpeg,0.8954
clear\cam148_30-01_16-22.jpeg,0.9752
clear\cam148_30-01_16-26.jpeg,0.8841
clear\cam148_30-01_16-40.jpeg,0.9801
clear\cam148_30-01_16-54.jpeg,0.8569
clear\cam148_30-01_18-57.jpeg,0.984
clear\cam148_30-01_19-41.jpeg,0.9131
clear\cam148_30-01_19-54.jpeg,0.864
clear\cam148_30-01_20-07.jpeg,0.9018
clear\cam148_30-01_20-49.jpeg,0.9843
clear\cam148_30-01_21-01.jpeg,0.9313
clear\cam148_30-01_21-14.jpeg,0.889
clear\cam148_30-01_21-30.jpeg,0.9811
clear\cam148_30-01_21-43.jpeg,0.8573
clear\cam148_30-01_21-55.jpeg,0.9231
clear\cam148_30-01_22-12.jpeg,0.9088
clear\cam148_30-01_22-40.jpeg,0.9713
clear\cam148_30-01_22-53.jpeg,0.927
clear\cam148_30-01_23-06.jpeg,0.8559
clear\cam148_30-01_23-22.jpeg,0.9487
clear\cam148_30-01_23-51.jpeg,0.9793
clear\cam148_31-01_00-04.jpeg,0.9161
clear\cam148_31-01_00-47.jpeg,0.9405
clear\cam148_31-01_01-00.jpeg,0.974
clear\cam148_31-01_01-15.jpeg,0.8936
clear\cam148_31-01_01-58.jpeg,0.8887
clear\cam148_31-01_02-11.jpeg,0.9009
clear\cam148_31-01_02-23.jpeg,0.9765
clear\cam148_31-01_02-59.jpeg,0.9496
clear\cam148_31-01_03-31.jpeg,0.9191
clear\cam148_31-01_03-35.jpeg,0.8613
clear\cam148_31-01_03-48.jpeg,0.8747
clear\cam148_31-01_04-16.jpeg,0.8613
clear\cam148_31-01_04-56.jpeg,0.8927
clear\cam148_31-01_05-12.jpeg,0.9832
clear\cam148_31-01_05-24.jpeg,0.8585
clear\cam148_31-01_07-31.jpeg,0.8867
clear\cam14_02-02_09-52.jpeg,0.993
clear\cam14_02-02_10-07.jpeg,0.8861
clear\cam14_02-02_10-34.jpeg,0.9061
clear\cam14_02-02_10-44.jpeg,0.9292
clear\cam14_02-02_19-02.jpeg,0.9846
clear\cam14_02-02_19-14.jpeg,0.8953
clear\cam14_02-02_19-36.jpeg,0.9281
clear\cam14_02-02_19-52.jpeg,0.8917
clear\cam14_02-02_20-07.jpeg,0.9519
clear\cam14_02-02_20-27.jpeg,0.976
clear\cam14_02-02_20-59.jpeg,0.9648
clear\cam14_02-02_21-35.jpeg,0.9572
clear\cam14_02-02_21-54.jpeg,0.8962
clear\cam14_02-02_22-08.jpeg,0.9651
clear\cam14_02-02_22-27.jpeg,0.9822
clear\cam14_02-02_23-18.jpeg,0.8841
clear\cam14_02-02_23-37.jpeg,0.9487
clear\cam14_02-02_23-55.jpeg,0.8888
clear\cam14_03-02_00-13.jpeg,0.9006
clear\cam14_03-02_00-27.jpeg,0.9202
clear\cam14_03-02_01-18.jpeg,0.9081
clear\cam14_03-02_01-39.jpeg,0.8866
clear\cam14_03-02_01-55.jpeg,0.9013
clear\cam14_03-02_02-15.jpeg,0.8686
clear\cam14_03-02_02-52.jpeg,0.9467
clear\cam14_03-02_07-18.jpeg,0.9426
clear\cam14_03-02_07-35.jpeg,0.868
clear\cam14_03-02_07-52.jpeg,0.8883
clear\cam14_03-02_08-20.jpeg,0.9393
clear\cam14_03-02_08-27.jpeg,0.8788
clear\cam14_03-02_08-44.jpeg,0.8855
clear\cam14_03-02_09-04.jpeg,0.9267
clear\cam14_03-02_09-37.jpeg,0.8752
clear\cam14_03-02_09-41.jpeg,0.8701
clear\cam14_03-02_09-55.jpeg,0.8892
clear\cam14_03-02_10-12.jpeg,0.9477
clear\cam14_03-02_10-47.jpeg,0.9426
clear\cam14_03-02_11-05.jpeg,0.8967
clear\cam14_03-02_11-22.jpeg,0.8992
clear\cam14_03-02_11-38.jpeg,0.9983
clear\cam14_03-02_11-56.jpeg,0.9675
clear\cam14_03-02_12-14.jpeg,0.9485
clear\cam14_07-02_08-23.jpeg,0.9013
clear\cam14_07-02_08-38.jpeg,0.9638
clear\cam14_07-02_08-52.jpeg,0.9812
clear\cam14_12-02_13-34.jpeg,0.8649
clear\cam14_12-02_13-40.jpeg,0.8698
clear\cam14_12-02_13-55.jpeg,0.8508
clear\cam14_12-02_14-09.jpeg,0.9977
clear\cam14_12-02_14-29.jpeg,0.962
clear\cam14_12-02_14-43.jpeg,0.8948
clear\cam14_12-02_15-03.jpeg,0.9547
clear\cam14_12-02_15-17.jpeg,0.9866
clear\cam14_12-02_15-37.jpeg,0.9073
clear\cam14_12-02_15-52.jpeg,0.896
clear\cam14_12-02_16-11.jpeg,0.8929
clear\cam14_12-02_16-26.jpeg,0.9642
clear\cam14_12-02_17-00.jpeg,0.9695
clear\cam14_12-02_17-15.jpeg,0.964
clear\cam14_17-02_04-26.jpeg,0.9382
clear\cam14_17-02_06-59.jpeg,0.9475
clear\cam14_17-02_07-14.jpeg,0.9661
clear\cam14_17-02_07-22.jpeg,0.959
clear\cam14_17-02_07-26.jpeg,0.9515
clear\cam14_17-02_07-42.jpeg,0.971
clear\cam14_17-02_07-49.jpeg,0.8932
clear\cam14_17-02_08-02.jpeg,0.9215
clear\cam14_17-02_08-09.jpeg,0.8584
clear\cam14_17-02_08-18.jpeg,0.9759
clear\cam14_17-02_08-22.jpeg,0.8845
clear\cam14_17-02_08-31.jpeg,0.9792
clear\cam14_17-02_08-46.jpeg,0.9919
clear\cam14_17-02_08-56.jpeg,0.9979
clear\cam14_17-02_09-14.jpeg,0.8834
clear\cam14_17-02_09-25.jpeg,0.9128
clear\cam14_17-02_09-30.jpeg,0.9819
clear\cam14_17-02_09-34.jpeg,0.9316
clear\cam14_17-02_09-42.jpeg,0.9309
clear\cam14_17-02_09-46.jpeg,0.8719
clear\cam14_17-02_10-14.jpeg,0.8608
clear\cam14_17-02_17-04.jpeg,0.8836
clear\cam14_17-02_17-11.jpeg,0.9495
clear\cam14_17-02_17-17.jpeg,0.9264
clear\cam14_17-02_17-23.jpeg,0.9861
clear\cam14_17-02_19-28.jpeg,0.8711
clear\cam14_17-02_19-36.jpeg,0.8934
clear\cam14_17-02_19-41.jpeg,0.9518
clear\cam14_17-02_19-50.jpeg,0.9408
clear\cam14_17-02_19-54.jpeg,0.9675
clear\cam14_17-02_20-04.jpeg,0.8608
clear\cam14_17-02_20-08.jpeg,0.9225
clear\cam14_17-02_20-13.jpeg,0.9303
clear\cam14_17-02_20-22.jpeg,0.9185
clear\cam14_17-02_20-27.jpeg,0.957
clear\cam14_17-02_20-36.jpeg,0.8704
clear\cam14_17-02_20-40.jpeg,0.9592
clear\cam14_17-02_20-53.jpeg,0.8642
clear\cam14_17-02_20-58.jpeg,0.9973
clear\cam14_17-02_21-07.jpeg,0.9274
clear\cam14_17-02_21-11.jpeg,0.8967
clear\cam14_30-01_07-34.jpeg,0.9208
clear\cam14_30-01_07-47.jpeg,0.9058
clear\cam14_30-01_08-00.jpeg,0.9916
clear\cam14_30-01_09-39.jpeg,0.9087
clear\cam14_30-01_09-54.jpeg,0.8734
clear\cam14_30-01_10-04.jpeg,0.9399
clear\cam14_30-01_10-19.jpeg,0.9049
clear\cam14_30-01_10-36.jpeg,0.9198
clear\cam14_30-01_11-14.jpeg,0.8524
clear\cam14_30-01_11-27.jpeg,0.9576
clear\cam14_30-01_11-45.jpeg,0.8767
clear\cam14_30-01_11-56.jpeg,0.9969
clear\cam14_30-01_12-12.jpeg,0.8558
clear\cam14_30-01_12-29.jpeg,0.8676
clear\cam14_30-01_12-38.jpeg,0.9672
clear\cam14_30-01_13-08.jpeg,0.8565
clear\cam14_30-01_13-33.jpeg,0.8683
clear\cam14_30-01_13-47.jpeg,0.9854
clear\cam14_30-01_14-01.jpeg,0.8783
clear\cam14_30-01_16-21.jpeg,0.8573
clear\cam14_30-01_17-02.jpeg,0.8921
clear\cam14_30-01_18-52.jpeg,0.9234
clear\cam14_30-01_19-07.jpeg,0.9882
clear\cam14_30-01_19-20.jpeg,0.9896
clear\cam14_30-01_19-32.jpeg,0.9261
clear\cam14_30-01_19-45.jpeg,0.886
clear\cam14_30-01_20-02.jpeg,0.9799
clear\cam14_30-01_20-15.jpeg,0.8851
clear\cam14_30-01_20-27.jpeg,0.9327
clear\cam14_30-01_20-40.jpeg,0.8542
clear\cam14_30-01_20-56.jpeg,0.8901
clear\cam14_30-01_21-25.jpeg,0.9523
clear\cam14_30-01_22-07.jpeg,0.9664
clear\cam14_30-01_22-35.jpeg,0.9788
clear\cam14_30-01_22-48.jpeg,0.917
clear\cam14_30-01_23-01.jpeg,0.89
clear\cam14_30-01_23-17.jpeg,0.871
clear\cam14_30-01_23-42.jpeg,0.8891
clear\cam14_30-01_23-59.jpeg,0.885
clear\cam14_31-01_00-11.jpeg,0.9925
clear\cam14_31-01_00-28.jpeg,0.9605
clear\cam14_31-01_00-41.jpeg,0.966
clear\cam14_31-01_00-55.jpeg,0.9214
clear\cam14_31-01_01-24.jpeg,0.9846
clear\cam14_31-01_01-39.jpeg,0.9573
clear\cam14_31-01_01-52.jpeg,0.9794
clear\cam14_31-01_02-06.jpeg,0.8501
clear\cam14_31-01_02-18.jpeg,0.9752
clear\cam14_31-01_02-58.jpeg,0.9022
clear\cam14_31-01_03-31.jpeg,0.8545
clear\cam14_31-01_03-41.jpeg,0.9235
clear\cam14_31-01_03-58.jpeg,0.9281
clear\cam14_31-01_04-09.jpeg,0.8574
clear\cam14_31-01_04-53.jpeg,0.8693
clear\cam14_31-01_05-05.jpeg,0.9919
clear\cam14_31-01_05-21.jpeg,0.9003
clear\cam14_31-01_05-33.jpeg,0.8823
clear\cam14_31-01_07-24.jpeg,0.8776
clear\cam150_02-02_09-49.jpeg,0.8859
clear\cam150_02-02_09-53.jpeg,0.9612
clear\cam150_02-02_10-07.jpeg,0.9424
clear\cam150_02-02_10-20.jpeg,0.8694
clear\cam150_02-02_10-34.jpeg,0.886
clear\cam150_02-02_10-45.jpeg,0.8819
clear\cam150_03-02_07-22.jpeg,0.9236
clear\cam150_03-02_07-39.jpeg,0.9268
clear\cam150_03-02_08-20.jpeg,0.9338
clear\cam150_03-02_08-31.jpeg,0.9573
clear\cam150_03-02_08-48.jpeg,0.9086
clear\cam150_03-02_09-05.jpeg,0.8574
clear\cam150_03-02_09-38.jpeg,0.9972
clear\cam150_03-02_09-41.jpeg,0.9674
clear\cam150_03-02_09-59.jpeg,0.9248
clear\cam150_03-02_10-20.jpeg,0.9017
clear\cam150_03-02_10-34.jpeg,0.8863
clear\cam150_03-02_10-48.jpeg,0.9491
clear\cam150_03-02_11-05.jpeg,0.9576
clear\cam150_03-02_11-23.jpeg,0.9683
clear\cam150_03-02_11-56.jpeg,0.9024
clear\cam150_03-02_12-31.jpeg,0.9863
clear\cam150_07-02_08-38.jpeg,0.8842
clear\cam150_07-02_08-59.jpeg,0.8502
clear\cam150_10-02_07-14.jpeg,0.992
clear\cam150_12-02_13-35.jpeg,0.8833
clear\cam150_12-02_13-46.jpeg,0.9573
clear\cam150_12-02_14-20.jpeg,0.9698
clear\cam150_12-02_14-49.jpeg,0.8791
clear\cam150_12-02_15-09.jpeg,0.9033
clear\cam150_12-02_15-43.jpeg,0.9119
clear\cam150_12-02_16-02.jpeg,0.9876
clear\cam150_12-02_16-36.jpeg,0.8759
clear\cam150_12-02_16-51.jpeg,0.9939
clear\cam150_17-02_07-03.jpeg,0.8669
clear\cam150_17-02_07-11.jpeg,0.9598
clear\cam150_17-02_07-19.jpeg,0.9608
clear\cam150_17-02_07-31.jpeg,0.9616
clear\cam150_17-02_07-39.jpeg,0.9659
clear\cam150_17-02_07-46.jpeg,0.9827
clear\cam150_17-02_07-50.jpeg,0.9071
clear\cam150_17-02_07-58.jpeg,0.9931
clear\cam150_17-02_08-14.jpeg,0.8805
clear\cam150_17-02_08-27.jpeg,0.8965
clear\cam150_17-02_08-32.jpeg,0.9887
clear\cam150_17-02_08-58.jpeg,0.8943
clear\cam150_17-02_09-17.jpeg,0.8959
clear\cam150_17-02_09-26.jpeg,0.8608
clear\cam150_17-02_09-31.jpeg,0.9062
clear\cam150_17-02_09-39.jpeg,0.8517
clear\cam150_17-02_09-52.jpeg,0.9537
clear\cam150_17-02_09-57.jpeg,0.8584
clear\cam150_17-02_10-07.jpeg,0.9877
clear\cam150_17-02_10-11.jpeg,0.9626
clear\cam150_17-02_17-06.jpeg,0.8785
clear\cam150_17-02_17-12.jpeg,0.9089
clear\cam150_17-02_17-24.jpeg,0.936
clear\cam150_30-01_07-28.jpeg,0.9646
clear\cam150_30-01_07-41.jpeg,0.9398
clear\cam150_30-01_07-57.jpeg,0.9926
clear\cam150_30-01_08-10.jpeg,0.8794
clear\cam150_30-01_09-29.jpeg,0.9987
clear\cam150_30-01_09-33.jpeg,0.9238
clear\cam150_30-01_09-47.jpeg,0.991
clear\cam150_30-01_10-02.jpeg,0.8662
clear\cam150_30-01_10-16.jpeg,0.9124
clear\cam150_30-01_10-31.jpeg,0.8835
clear\cam150_30-01_11-00.jpeg,0.9178
clear\cam150_30-01_11-15.jpeg,0.912
clear\cam150_30-01_11-23.jpeg,0.9243
clear\cam150_30-01_11-46.jpeg,0.9652
clear\cam150_30-01_11-52.jpeg,0.9239
clear\cam150_30-01_12-08.jpeg,0.9412
clear\cam150_30-01_12-20.jpeg,0.9153
clear\cam150_30-01_12-40.jpeg,0.8743
clear\cam150_30-01_12-50.jpeg,0.916
clear\cam150_30-01_13-04.jpeg,0.8668
clear\cam150_30-01_13-30.jpeg,0.965
clear\cam150_30-01_13-44.jpeg,0.9876
clear\cam150_30-01_13-58.jpeg,0.9437
clear\cam150_30-01_16-30.jpeg,0.933
clear\cam150_30-01_16-44.jpeg,0.889
clear\cam150_30-01_16-58.jpeg,0.8708
clear\cam150_31-01_07-34.jpeg,0.9438
clear\cam156_02-02_09-50.jpeg,0.8663
clear\cam156_02-02_10-05.jpeg,0.9653
clear\cam156_02-02_10-17.jpeg,0.9883
clear\cam156_02-02_10-42.jpeg,0.8812
clear\cam156_02-02_18-58.jpeg,0.9685
clear\cam156_02-02_19-17.jpeg,0.9676
clear\cam156_02-02_19-33.jpeg,0.9782
clear\cam156_02-02_20-25.jpeg,0.8906
clear\cam156_02-02_20-40.jpeg,0.9037
clear\cam156_02-02_20-56.jpeg,0.9707
clear\cam156_02-02_21-16.jpeg,0.8898
clear\cam156_02-02_21-32.jpeg,0.9906
clear\cam156_02-02_22-05.jpeg,0.9962
clear\cam156_02-02_22-43.jpeg,0.9558
clear\cam156_02-02_22-57.jpeg,0.9344
clear\cam156_02-02_23-16.jpeg,0.8869
clear\cam156_02-02_23-53.jpeg,0.8523
clear\cam156_03-02_00-06.jpeg,0.9368
clear\cam156_03-02_00-25.jpeg,0.8541
clear\cam156_03-02_00-43.jpeg,0.9914
clear\cam156_03-02_01-36.jpeg,0.9366
clear\cam156_03-02_01-52.jpeg,0.8712
clear\cam156_03-02_02-08.jpeg,0.9729
clear\cam156_03-02_02-27.jpeg,0.9314
clear\cam156_03-02_02-53.jpeg,0.8819
clear\cam156_03-02_03-03.jpeg,0.8627
clear\cam156_03-02_03-20.jpeg,0.9504
clear\cam156_03-02_05-11.jpeg,0.9418
clear\cam156_03-02_05-20.jpeg,0.8717
clear\cam156_03-02_05-36.jpeg,0.8531
clear\cam156_03-02_07-16.jpeg,0.8553
clear\cam156_03-02_07-33.jpeg,0.9059
clear\cam156_03-02_07-50.jpeg,0.9032
clear\cam156_03-02_08-25.jpeg,0.913
clear\cam156_03-02_08-42.jpeg,0.9794
clear\cam156_03-02_09-02.jpeg,0.8679
clear\cam156_03-02_09-56.jpeg,0.913
clear\cam156_03-02_10-28.jpeg,0.8502
clear\cam156_03-02_10-45.jpeg,0.9216
clear\cam156_03-02_11-03.jpeg,0.9257
clear\cam156_03-02_11-20.jpeg,0.956
clear\cam156_03-02_12-12.jpeg,0.8671
clear\cam156_03-02_12-29.jpeg,0.978
clear\cam156_07-02_08-25.jpeg,0.8561
clear\cam156_07-02_08-39.jpeg,0.8517
clear\cam156_07-02_08-55.jpeg,0.8716
clear\cam156_10-02_07-15.jpeg,0.8648
clear\cam156_12-02_13-37.jpeg,0.9476
clear\cam156_12-02_13-48.jpeg,0.89
clear\cam156_12-02_14-02.jpeg,0.856
clear\cam156_12-02_14-21.jpeg,0.8968
clear\cam156_12-02_14-36.jpeg,0.9752
clear\cam156_12-02_14-55.jpeg,0.941
clear\cam156_12-02_15-29.jpeg,0.9799
clear\cam156_12-02_15-44.jpeg,0.9843
clear\cam156_12-02_16-38.jpeg,0.9881
clear\cam156_12-02_16-52.jpeg,0.8803
clear\cam156_12-02_17-13.jpeg,0.9102
clear\cam156_17-02_04-34.jpeg,0.9891
clear\cam156_17-02_05-08.jpeg,0.8717
clear\cam156_17-02_06-57.jpeg,0.9138
clear\cam156_17-02_07-05.jpeg,0.86
clear\cam156_17-02_07-08.jpeg,0.8736
clear\cam156_17-02_07-16.jpeg,0.8867
clear\cam156_17-02_07-24.jpeg,0.9081
clear\cam156_17-02_07-28.jpeg,0.9052
clear\cam156_17-02_07-36.jpeg,0.8672
clear\cam156_17-02_07-44.jpeg,0.9599
clear\cam156_17-02_07-51.jpeg,0.9943
clear\cam156_17-02_07-55.jpeg,0.9147
clear\cam156_17-02_08-03.jpeg,0.8626
clear\cam156_17-02_08-11.jpeg,0.9425
clear\cam156_17-02_08-15.jpeg,0.9292
clear\cam156_17-02_08-29.jpeg,0.8896
clear\cam156_17-02_08-38.jpeg,0.872
clear\cam156_17-02_08-43.jpeg,0.9628
clear\cam156_17-02_08-51.jpeg,0.9252
clear\cam156_17-02_08-59.jpeg,0.8969
clear\cam156_17-02_09-05.jpeg,0.8594
clear\cam156_17-02_09-20.jpeg,0.9776
clear\cam156_17-02_09-28.jpeg,0.9099
clear\cam156_17-02_09-32.jpeg,0.9478
clear\cam156_17-02_09-36.jpeg,0.9301
clear\cam156_17-02_09-59.jpeg,0.9097
clear\cam156_17-02_10-03.jpeg,0.9029
clear\cam156_17-02_10-08.jpeg,0.9908
clear\cam156_17-02_10-16.jpeg,0.9903
clear\cam156_17-02_17-08.jpeg,0.8761
clear\cam156_17-02_17-13.jpeg,0.8731
clear\cam156_17-02_19-16.jpeg,0.8688
clear\cam156_17-02_19-20.jpeg,0.9567
clear\cam156_17-02_19-30.jpeg,0.9928
clear\cam156_17-02_19-34.jpeg,0.9064
clear\cam156_17-02_19-43.jpeg,0.922
clear\cam156_17-02_19-47.jpeg,0.9048
clear\cam156_17-02_19-52.jpeg,0.9801
clear\cam156_17-02_20-01.jpeg,0.962
clear\cam156_17-02_20-06.jpeg,0.8714
clear\cam156_17-02_20-15.jpeg,0.8609
clear\cam156_17-02_20-20.jpeg,0.9592
clear\cam156_17-02_20-24.jpeg,0.9656
clear\cam156_17-02_20-33.jpeg,0.8768
clear\cam156_17-02_20-38.jpeg,0.9132
clear\cam156_17-02_20-47.jpeg,0.935
clear\cam156_17-02_20-51.jpeg,0.8726
clear\cam156_30-01_07-36.jpeg,0.8645
clear\cam156_30-01_08-05.jpeg,0.88
clear\cam156_30-01_09-30.jpeg,0.9687
clear\cam156_30-01_09-44.jpeg,0.8708
clear\cam156_30-01_10-12.jpeg,0.8725
clear\cam156_30-01_10-25.jpeg,0.9066
clear\cam156_30-01_10-38.jpeg,0.8606
clear\cam156_30-01_11-12.jpeg,0.9471
clear\cam156_30-01_11-20.jpeg,0.8957
clear\cam156_30-01_11-33.jpeg,0.9047
clear\cam156_30-01_11-47.jpeg,0.9779
clear\cam156_30-01_11-59.jpeg,0.9928
clear\cam156_30-01_12-15.jpeg,0.9122
clear\cam156_30-01_12-34.jpeg,0.9654
clear\cam156_30-01_12-56.jpeg,0.9012
clear\cam156_30-01_13-10.jpeg,0.9371
clear\cam156_30-01_13-23.jpeg,0.9858
clear\cam156_30-01_16-23.jpeg,0.9454
clear\cam156_30-01_16-41.jpeg,0.873
clear\cam156_30-01_16-55.jpeg,0.9288
clear\cam156_30-01_18-59.jpeg,0.8703
clear\cam156_30-01_19-26.jpeg,0.9883
clear\cam156_30-01_19-38.jpeg,0.9929
clear\cam156_30-01_19-51.jpeg,0.9473
clear\cam156_30-01_20-04.jpeg,0.9473
clear\cam156_30-01_20-34.jpeg,0.8705
clear\cam156_30-01_20-46.jpeg,0.9555
clear\cam156_30-01_21-02.jpeg,0.9489
clear\cam156_30-01_21-15.jpeg,0.8625
clear\cam156_30-01_21-44.jpeg,0.9427
clear\cam156_30-01_21-56.jpeg,0.9972
clear\cam156_30-01_22-09.jpeg,0.8899
clear\cam156_30-01_22-25.jpeg,0.8949
clear\cam156_30-01_22-37.jpeg,0.9069
clear\cam156_30-01_22-54.jpeg,0.9003
clear\cam156_30-01_23-19.jpeg,0.9522
clear\cam156_30-01_23-36.jpeg,0.8744
clear\cam156_30-01_23-48.jpeg,0.938
clear\cam156_31-01_00-18.jpeg,0.9624
clear\cam156_31-01_00-30.jpeg,0.904
clear\cam156_31-01_00-44.jpeg,0.8713
clear\cam156_31-01_00-57.jpeg,0.8594
clear\cam156_31-01_01-41.jpeg,0.9149
clear\cam156_31-01_01-54.jpeg,0.958
clear\cam156_31-01_02-24.jpeg,0.8763
clear\cam156_31-01_03-00.jpeg,0.9514
clear\cam156_31-01_03-46.jpeg,0.8934
clear\cam156_31-01_04-42.jpeg,0.9527
clear\cam156_31-01_04-57.jpeg,0.9547
clear\cam156_31-01_05-10.jpeg,0.9381
clear\cam156_31-01_05-25.jpeg,0.8629
clear\cam156_31-01_05-38.jpeg,0.9915
clear\cam156_31-01_07-32.jpeg,0.9952
clear\cam163_02-02_09-57.jpeg,0.9361
clear\cam163_02-02_10-11.jpeg,0.9425
clear\cam163_02-02_10-24.jpeg,0.9708
clear\cam163_02-02_10-38.jpeg,0.8997
clear\cam163_02-02_19-03.jpeg,0.9742
clear\cam163_02-02_19-22.jpeg,0.9495
clear\cam163_02-02_19-37.jpeg,0.87
clear\cam163_02-02_19-58.jpeg,0.9483
clear\cam163_02-02_20-13.jpeg,0.8944
clear\cam163_02-02_20-28.jpeg,0.8778
clear\cam163_02-02_20-49.jpeg,0.9516
clear\cam163_02-02_21-05.jpeg,0.9115
clear\cam163_02-02_21-20.jpeg,0.9217
clear\cam163_02-02_21-40.jpeg,0.8536
clear\cam163_02-02_21-55.jpeg,0.8904
clear\cam163_02-02_22-32.jpeg,0.9579
clear\cam163_02-02_22-46.jpeg,0.9394
clear\cam163_02-02_23-05.jpeg,0.9056
clear\cam163_02-02_23-24.jpeg,0.9299
clear\cam163_02-02_23-38.jpeg,0.9808
clear\cam163_02-02_23-56.jpeg,0.8853
clear\cam163_03-02_00-33.jpeg,0.8654
clear\cam163_03-02_01-05.jpeg,0.9969
clear\cam163_03-02_01-24.jpeg,0.953
clear\cam163_03-02_01-40.jpeg,0.869
clear\cam163_03-02_02-01.jpeg,0.9367
clear\cam163_03-02_02-16.jpeg,0.8975
